SubID,PartnerID,dyad,computer,subjectInitials,raName,sessionTime,sessionDate,timestamp,taskOrder,Rating,EmoRating,EmoRating_Person,Time,stopTime,Movietime,Shift,Description,trialNumber,softwareVersion
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:10.087Z,1,70.63,NA,self,4.70,150,4.04,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:10.187Z,1,36.56,NA,self,4.80,150,4.14,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:10.288Z,1,25.00,NA,self,4.90,150,4.24,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:10.387Z,1,24.14,NA,self,5.00,150,4.34,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:10.487Z,1,43.75,NA,self,5.10,150,4.44,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:10.587Z,1,63.44,NA,self,5.20,150,4.54,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:10.687Z,1,67.66,NA,self,5.30,150,4.64,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:10.787Z,1,67.73,NA,self,5.40,150,4.74,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:10.890Z,1,67.73,NA,self,5.50,150,4.84,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:11.000Z,1,67.73,NA,self,5.61,150,4.95,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:11.093Z,1,67.73,NA,self,5.71,150,5.05,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:11.189Z,1,67.73,NA,self,5.80,150,5.14,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:11.288Z,1,65.47,NA,self,5.90,150,5.24,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:11.386Z,1,58.13,NA,self,6.00,150,5.34,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:11.487Z,1,58.13,NA,self,6.10,150,5.44,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:11.587Z,1,24.06,NA,self,6.20,150,5.54,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:11.698Z,1,18.83,NA,self,6.31,150,5.65,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:11.792Z,1,18.59,NA,self,6.41,150,5.75,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:11.887Z,1,18.52,NA,self,6.50,150,5.84,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:11.995Z,1,18.52,NA,self,6.61,150,5.95,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:12.088Z,1,18.52,NA,self,6.70,150,6.04,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:12.187Z,1,18.52,NA,self,6.80,150,6.14,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:12.288Z,1,31.87,NA,self,6.90,150,6.24,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:12.388Z,1,63.44,NA,self,7.00,150,6.34,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:12.487Z,1,77.11,NA,self,7.10,150,6.44,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:12.586Z,1,78.05,NA,self,7.20,150,6.54,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:12.691Z,1,78.28,NA,self,7.30,150,6.64,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:12.801Z,1,78.28,NA,self,7.42,150,6.75,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:12.895Z,1,78.28,NA,self,7.51,150,6.85,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:12.986Z,1,78.28,NA,self,7.60,150,6.94,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:13.087Z,1,78.28,NA,self,7.70,150,7.04,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:13.187Z,1,70.00,NA,self,7.80,150,7.14,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:13.286Z,1,37.42,NA,self,7.90,150,7.24,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:13.386Z,1,22.97,NA,self,8.00,150,7.34,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:13.486Z,1,22.81,NA,self,8.10,150,7.44,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:13.600Z,1,22.81,NA,self,8.21,150,7.55,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:13.693Z,1,22.81,NA,self,8.31,150,7.65,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:13.802Z,1,22.81,NA,self,8.42,150,7.76,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:13.894Z,1,22.81,NA,self,8.51,150,7.85,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:13.988Z,1,22.81,NA,self,8.60,150,7.94,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:14.088Z,1,34.38,NA,self,8.70,150,8.04,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:14.187Z,1,71.48,NA,self,8.80,150,8.14,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:14.287Z,1,74.45,NA,self,8.90,150,8.24,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:14.393Z,1,74.69,NA,self,9.01,150,8.35,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:14.486Z,1,74.69,NA,self,9.10,150,8.44,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:14.595Z,1,74.69,NA,self,9.21,150,8.55,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:14.687Z,1,74.69,NA,self,9.30,150,8.64,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:14.796Z,1,74.69,NA,self,9.41,150,8.75,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:14.887Z,1,74.69,NA,self,9.50,150,8.84,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:14.987Z,1,55.94,NA,self,9.60,150,8.94,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:15.088Z,1,30.70,NA,self,9.70,150,9.04,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:15.186Z,1,27.50,NA,self,9.80,150,9.14,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:15.296Z,1,27.50,NA,self,9.91,150,9.25,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:15.388Z,1,27.50,NA,self,10.00,150,9.34,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:15.498Z,1,27.50,NA,self,10.11,150,9.45,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:15.590Z,1,27.50,NA,self,10.20,150,9.54,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:15.699Z,1,27.50,NA,self,10.31,150,9.65,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:15.792Z,1,27.50,NA,self,10.41,150,9.75,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:15.888Z,1,27.50,NA,self,10.50,150,9.84,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:15.988Z,1,33.75,NA,self,10.60,150,9.94,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:16.087Z,1,71.88,NA,self,10.70,150,10.04,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:16.195Z,1,95.78,NA,self,10.81,150,10.15,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:16.288Z,1,96.02,NA,self,10.90,150,10.24,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:16.395Z,1,96.02,NA,self,11.01,150,10.35,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:16.490Z,1,96.02,NA,self,11.10,150,10.44,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:16.586Z,1,96.02,NA,self,11.20,150,10.54,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:16.687Z,1,96.02,NA,self,11.30,150,10.64,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:16.787Z,1,96.02,NA,self,11.40,150,10.74,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:16.888Z,1,95.39,NA,self,11.50,150,10.84,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:16.988Z,1,57.66,NA,self,11.60,150,10.94,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:17.088Z,1,16.56,NA,self,11.70,150,11.04,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:17.187Z,1,12.19,NA,self,11.80,150,11.14,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:17.287Z,1,11.72,NA,self,11.90,150,11.24,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:17.391Z,1,11.48,NA,self,12.01,150,11.34,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:17.487Z,1,11.64,NA,self,12.10,150,11.44,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:17.586Z,1,11.72,NA,self,12.20,150,11.54,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:17.687Z,1,11.80,NA,self,12.30,150,11.64,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:17.797Z,1,11.88,NA,self,12.41,150,11.75,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:17.887Z,1,11.88,NA,self,12.50,150,11.84,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:17.999Z,1,11.88,NA,self,12.61,150,11.95,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:18.093Z,1,11.88,NA,self,12.71,150,12.05,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:18.186Z,1,11.88,NA,self,12.80,150,12.14,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:18.288Z,1,4.22,NA,self,12.90,150,12.24,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:18.386Z,1,0.00,NA,self,13.00,150,12.34,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:18.499Z,1,0.00,NA,self,13.11,150,12.45,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:18.594Z,1,0.00,NA,self,13.21,150,12.55,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:18.687Z,1,0.00,NA,self,13.30,150,12.64,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:18.796Z,1,0.00,NA,self,13.41,150,12.75,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:18.888Z,1,0.00,NA,self,13.50,150,12.84,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:18.998Z,1,0.00,NA,self,13.61,150,12.95,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:19.087Z,1,0.00,NA,self,13.70,150,13.04,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:19.186Z,1,0.00,NA,self,13.80,150,13.14,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:19.295Z,1,0.00,NA,self,13.91,150,13.25,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:19.389Z,1,0.00,NA,self,14.00,150,13.34,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:19.487Z,1,0.00,NA,self,14.10,150,13.44,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:19.594Z,1,0.00,NA,self,14.21,150,13.55,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:19.687Z,1,0.00,NA,self,14.30,150,13.64,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:19.787Z,1,1.95,NA,self,14.40,150,13.74,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:19.891Z,1,2.03,NA,self,14.51,150,13.84,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:20.001Z,1,2.03,NA,self,14.62,150,13.95,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:20.096Z,1,2.03,NA,self,14.71,150,14.05,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:20.187Z,1,2.03,NA,self,14.80,150,14.14,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:20.299Z,1,2.11,NA,self,14.91,150,14.25,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:20.391Z,1,2.11,NA,self,15.01,150,14.34,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:20.501Z,1,2.11,NA,self,15.12,150,14.45,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:20.595Z,1,2.11,NA,self,15.21,150,14.55,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:20.687Z,1,2.11,NA,self,15.30,150,14.64,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:20.797Z,1,2.11,NA,self,15.41,150,14.75,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:20.890Z,1,2.11,NA,self,15.50,150,14.84,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:20.999Z,1,2.11,NA,self,15.61,150,14.95,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:21.086Z,1,2.11,NA,self,15.70,150,15.04,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:21.187Z,1,2.11,NA,self,15.80,150,15.14,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:21.296Z,1,2.11,NA,self,15.91,150,15.25,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:21.389Z,1,2.11,NA,self,16.00,150,15.34,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:21.493Z,1,2.11,NA,self,16.11,150,15.45,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:21.599Z,1,2.11,NA,self,16.21,150,15.55,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:21.689Z,1,2.11,NA,self,16.30,150,15.64,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:21.795Z,1,2.11,NA,self,16.41,150,15.75,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:21.888Z,1,2.11,NA,self,16.50,150,15.84,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:21.997Z,1,2.11,NA,self,16.61,150,15.95,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:22.090Z,1,2.11,NA,self,16.70,150,16.04,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:22.199Z,1,2.11,NA,self,16.81,150,16.15,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:22.286Z,1,2.11,NA,self,16.90,150,16.24,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:22.386Z,1,2.11,NA,self,17.00,150,16.34,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:22.497Z,1,2.11,NA,self,17.11,150,16.45,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:22.592Z,1,2.11,NA,self,17.21,150,16.54,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:22.687Z,1,2.11,NA,self,17.30,150,16.64,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:22.794Z,1,2.11,NA,self,17.41,150,16.75,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:22.888Z,1,2.11,NA,self,17.50,150,16.84,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:22.998Z,1,2.11,NA,self,17.61,150,16.95,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:23.094Z,1,2.11,NA,self,17.71,150,17.05,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:23.186Z,1,2.11,NA,self,17.80,150,17.14,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:23.293Z,1,2.11,NA,self,17.91,150,17.25,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:23.387Z,1,2.11,NA,self,18.00,150,17.34,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:23.495Z,1,2.11,NA,self,18.11,150,17.45,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:23.588Z,1,2.11,NA,self,18.20,150,17.54,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:23.696Z,1,2.11,NA,self,18.31,150,17.65,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:23.791Z,1,2.11,NA,self,18.41,150,17.74,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:23.886Z,1,2.11,NA,self,18.50,150,17.84,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:23.995Z,1,2.11,NA,self,18.61,150,17.95,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:24.088Z,1,2.11,NA,self,18.70,150,18.04,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:24.198Z,1,2.11,NA,self,18.81,150,18.15,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:24.286Z,1,2.11,NA,self,18.90,150,18.24,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:24.387Z,1,2.11,NA,self,19.00,150,18.34,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:24.496Z,1,2.11,NA,self,19.11,150,18.45,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:24.591Z,1,2.11,NA,self,19.20,150,18.54,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:24.693Z,1,2.11,NA,self,19.31,150,18.65,0,,1,2.0.0
123,123,123,Left,123,13,13:23,11111-11-11,2026-06-10T08:01:24.792Z,1,2.11,NA,self,19.41,150,18.75,0,,1,2.0.0
